DCID,CLUSTID,CID,CLUST_VM_Count,CLUST_HOST_Count, HOST_VMCount ,HOSTID
 d9c4e6ec-b979-435a-80c5-f7c2196ac5f7:Datacenter:datacenter-2      , e9681d89-5b0b-442e-af2e-709ac8add835      , 04765acb-90b2-4888-8ede-c7f9ae1448e7 ,23,1,23, CZ2943036J   
 ecd271cf-7870-4ae5-8235-770b243faf44:Datacenter:datacenter-21     , 48d5f6cb-ee9b-4596-a881-089ef894b6a2      , 05442660-4ce7-4b71-a558-4a8ca6d80669 ,63,2,14, CZ294303PX   
 ecd271cf-7870-4ae5-8235-770b243faf44:Datacenter:datacenter-21     , 48d5f6cb-ee9b-4596-a881-089ef894b6a2      , 05442660-4ce7-4b71-a558-4a8ca6d80669 ,63,2,49, CZ294303PW   
 b583b6fb-98fd-46ae-90a8-6b45aef8f3b0:Datacenter:datacenter-21     , dae6e65f-3ebf-491d-9a11-1df7f88413ea      , 054b8a57-2ae2-4727-b7f8-1fda3246d83c ,32,2,13, CZ3749843K   
 b583b6fb-98fd-46ae-90a8-6b45aef8f3b0:Datacenter:datacenter-21     , dae6e65f-3ebf-491d-9a11-1df7f88413ea      , 054b8a57-2ae2-4727-b7f8-1fda3246d83c ,32,2,19, CZ3749843M   
 c71a2db3-922c-4c56-bcaa-c8310dc9bce1:Datacenter:datacenter-21     , c8882b6a-72b9-4168-b1a4-6376e4b9b72d      , 057bbde2-6bc6-4cff-87e4-5a4617667adf ,136,2,68, SGH945S52W   
 c71a2db3-922c-4c56-bcaa-c8310dc9bce1:Datacenter:datacenter-21     , c8882b6a-72b9-4168-b1a4-6376e4b9b72d      , 057bbde2-6bc6-4cff-87e4-5a4617667adf ,136,2,68, SGH945S52Y   
 b5e0ec89-8e43-4de0-ae26-46ff201abe26:Datacenter:datacenter-21     , 77d64e42-6217-43c9-bbbe-2bc214bdfa55      , 061a9536-9fff-477c-9f0c-6f3ca001a9b8 ,21,2,14, CZ293704LV   
 b5e0ec89-8e43-4de0-ae26-46ff201abe26:Datacenter:datacenter-21     , 77d64e42-6217-43c9-bbbe-2bc214bdfa55      , 061a9536-9fff-477c-9f0c-6f3ca001a9b8 ,21,2,7, CZ293704LT   
 359702f8-5b80-4074-b961-d5894401b2a1:Datacenter:datacenter-21     , 4b15a929-dfc7-4817-bf91-0342d5dd9f7b      , 06883de6-ae43-4984-8652-3e166fa19bd5 ,35,2,14, 2M200409VV   
 2c81f7e9-339b-455f-bf8a-4c0b4f20a8a3:Datacenter:datacenter-21     , 138c8128-f54e-442b-a64c-e70ba6603eff      , 06883de6-ae43-4984-8652-3e166fa19bd5 ,13,1,13, 2M200409VT   
 359702f8-5b80-4074-b961-d5894401b2a1:Datacenter:datacenter-21     , 4b15a929-dfc7-4817-bf91-0342d5dd9f7b      , 06883de6-ae43-4984-8652-3e166fa19bd5 ,35,2,21, 2M200409VW   
 467d8772-5d21-42c2-8cea-64815c854fb1:Datacenter:datacenter-2      , 7932828b-e6a0-4ac7-8fc0-34d33500a51c      , 0777498a-35d2-4afa-967e-82c277d4148d ,151,5,34, CZ29330614   
 467d8772-5d21-42c2-8cea-64815c854fb1:Datacenter:datacenter-2      , 7932828b-e6a0-4ac7-8fc0-34d33500a51c      , 0777498a-35d2-4afa-967e-82c277d4148d ,151,5,31, CZ3803F4RW   
 467d8772-5d21-42c2-8cea-64815c854fb1:Datacenter:datacenter-2      , 7932828b-e6a0-4ac7-8fc0-34d33500a51c      , 0777498a-35d2-4afa-967e-82c277d4148d ,151,5,42, CZ3803F4RT   
 467d8772-5d21-42c2-8cea-64815c854fb1:Datacenter:datacenter-2      , 7932828b-e6a0-4ac7-8fc0-34d33500a51c      , 0777498a-35d2-4afa-967e-82c277d4148d ,151,5,22, CZ29330613   
 467d8772-5d21-42c2-8cea-64815c854fb1:Datacenter:datacenter-2      , 7932828b-e6a0-4ac7-8fc0-34d33500a51c      , 0777498a-35d2-4afa-967e-82c277d4148d ,151,5,22, CZ3850L204   
 1321da4f-ee8b-4594-b377-6a153e6b87fe:Datacenter:datacenter-2      , c0631844-a3e3-4209-a0ef-efa7be3486d2      , 07f128a4-0cd2-42a5-a78c-71abf76617a6 ,3,2,2, 2M20170J7M   
 1321da4f-ee8b-4594-b377-6a153e6b87fe:Datacenter:datacenter-2      , c0631844-a3e3-4209-a0ef-efa7be3486d2      , 07f128a4-0cd2-42a5-a78c-71abf76617a6 ,3,2,1, 2M20170J7N   
 bf9b8739-c781-4805-98e5-38ecce41885a:Datacenter:datacenter-2      , fa1cfb47-5b9a-4f7c-8a33-9c214ae4e8b8      , 081cee1b-4c8c-4088-87f9-49574a914990 ,420,6,60, CZ3911Q256   
 bf9b8739-c781-4805-98e5-38ecce41885a:Datacenter:datacenter-2      , fa1cfb47-5b9a-4f7c-8a33-9c214ae4e8b8      , 081cee1b-4c8c-4088-87f9-49574a914990 ,420,6,61, CZ3911Q254   
 bf9b8739-c781-4805-98e5-38ecce41885a:Datacenter:datacenter-2      , fa1cfb47-5b9a-4f7c-8a33-9c214ae4e8b8      , 081cee1b-4c8c-4088-87f9-49574a914990 ,420,6,65, CZ3911Q258   
 bf9b8739-c781-4805-98e5-38ecce41885a:Datacenter:datacenter-2      , fa1cfb47-5b9a-4f7c-8a33-9c214ae4e8b8      , 081cee1b-4c8c-4088-87f9-49574a914990 ,420,6,94, CZ3918SX10   
 bf9b8739-c781-4805-98e5-38ecce41885a:Datacenter:datacenter-2      , fa1cfb47-5b9a-4f7c-8a33-9c214ae4e8b8      , 081cee1b-4c8c-4088-87f9-49574a914990 ,420,6,69, CZ3911Q250   
 bf9b8739-c781-4805-98e5-38ecce41885a:Datacenter:datacenter-2      , fa1cfb47-5b9a-4f7c-8a33-9c214ae4e8b8      , 081cee1b-4c8c-4088-87f9-49574a914990 ,420,6,71, CZ3911Q252   
 bf9b8739-c781-4805-98e5-38ecce41885a:Datacenter:datacenter-7542   , 00478c17-637c-4343-9423-502c6d0a834c      , 081cee1b-4c8c-4088-87f9-49574a914990 ,74,2,35, CZ29330616   
 bf9b8739-c781-4805-98e5-38ecce41885a:Datacenter:datacenter-7542   , 00478c17-637c-4343-9423-502c6d0a834c      , 081cee1b-4c8c-4088-87f9-49574a914990 ,74,2,39, CZ29330615   
 e40c76c8-8d2d-459b-9e27-73f97e5872c0:Datacenter:datacenter-1188   , 2d8075d9-f0f2-4308-9fa0-e7ed2658eab9      , 0a9b9c43-5c02-4ad5-ad7b-75224a552b59 ,34,3,9, 2M292801BN   
 e40c76c8-8d2d-459b-9e27-73f97e5872c0:Datacenter:datacenter-1188   , 2d8075d9-f0f2-4308-9fa0-e7ed2658eab9      , 0a9b9c43-5c02-4ad5-ad7b-75224a552b59 ,34,3,16, 2M292801BM   
 e40c76c8-8d2d-459b-9e27-73f97e5872c0:Datacenter:datacenter-1188   , 2d8075d9-f0f2-4308-9fa0-e7ed2658eab9      , 0a9b9c43-5c02-4ad5-ad7b-75224a552b59 ,34,3,9, 2M292801BL   
 5f1be15e-1e23-4f7d-9728-9ab372c09a1c:Datacenter:datacenter-2      , d0005a09-a221-46f0-9aa5-8d98761d308f      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,95,7,13, 2M2847006M   
 5f1be15e-1e23-4f7d-9728-9ab372c09a1c:Datacenter:datacenter-2      , d0005a09-a221-46f0-9aa5-8d98761d308f      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,95,7,13, 2M2847006N   
 5773bda8-4aa0-4e3f-b9ba-e5ab36d06e4d:Datacenter:datacenter-2      , fa9fec50-536d-4bf1-a249-bcbb78f6ec25      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,101,7,14, 2M2847006P   
 5f1be15e-1e23-4f7d-9728-9ab372c09a1c:Datacenter:datacenter-2      , d0005a09-a221-46f0-9aa5-8d98761d308f      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,95,7,12, 2M2847006L   
 5773bda8-4aa0-4e3f-b9ba-e5ab36d06e4d:Datacenter:datacenter-2      , fa9fec50-536d-4bf1-a249-bcbb78f6ec25      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,101,7,13, 2M290601TS   
 5773bda8-4aa0-4e3f-b9ba-e5ab36d06e4d:Datacenter:datacenter-2      , fa9fec50-536d-4bf1-a249-bcbb78f6ec25      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,101,7,12, 2M290601TW   
 5f1be15e-1e23-4f7d-9728-9ab372c09a1c:Datacenter:datacenter-2      , d0005a09-a221-46f0-9aa5-8d98761d308f      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,95,7,14, 2M290601TV   
 5773bda8-4aa0-4e3f-b9ba-e5ab36d06e4d:Datacenter:datacenter-2      , fa9fec50-536d-4bf1-a249-bcbb78f6ec25      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,101,7,15, 2M290601TT   
 5773bda8-4aa0-4e3f-b9ba-e5ab36d06e4d:Datacenter:datacenter-2      , fa9fec50-536d-4bf1-a249-bcbb78f6ec25      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,101,7,19, 2M2847006S   
 5773bda8-4aa0-4e3f-b9ba-e5ab36d06e4d:Datacenter:datacenter-2      , fa9fec50-536d-4bf1-a249-bcbb78f6ec25      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,101,7,14, 2M290601TR   
 5f1be15e-1e23-4f7d-9728-9ab372c09a1c:Datacenter:datacenter-2      , d0005a09-a221-46f0-9aa5-8d98761d308f      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,95,7,14, 2M2847006Q   
 5773bda8-4aa0-4e3f-b9ba-e5ab36d06e4d:Datacenter:datacenter-2      , fa9fec50-536d-4bf1-a249-bcbb78f6ec25      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,101,7,14, 2M29160841   
 5f1be15e-1e23-4f7d-9728-9ab372c09a1c:Datacenter:datacenter-2      , d0005a09-a221-46f0-9aa5-8d98761d308f      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,95,7,15, 2M290601TQ   
 5f1be15e-1e23-4f7d-9728-9ab372c09a1c:Datacenter:datacenter-2      , d0005a09-a221-46f0-9aa5-8d98761d308f      , 0b0014aa-dfbe-41f1-bc6d-56a6755d7f7a ,95,7,14, 2M290601TP   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28252  , 930eb4c6-6a58-4704-8927-59372bd691ca      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,30,2,12, CZ3815XCRK   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28468  , ff6f0031-3aa8-45d5-a1d5-27b971cac53f      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,28,2,12, CZ3815XCSA   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28548  , cc3bc824-5fa3-4cc3-99a9-4bded06b3685      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,28,2,12, CZ3815XCRP   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28673  , 3bd5db9e-04e9-4721-97d9-34a915aa88de      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,27,2,15, CZ3815XCRS   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28548  , cc3bc824-5fa3-4cc3-99a9-4bded06b3685      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,28,2,16, CZ3815XCRM   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28252  , 930eb4c6-6a58-4704-8927-59372bd691ca      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,30,2,18, CZ3815XCRH   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28257  , 405ce776-eb73-4575-b47b-1565fd9fb96d      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,23,2,12, CZ3815XCRX   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28468  , ff6f0031-3aa8-45d5-a1d5-27b971cac53f      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,28,2,16, CZ3815XCSC   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28735  , 5f74f0ce-f1e8-47f7-8d92-08d74806be43      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,21,2,8, CZ3815XCS6   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28794  , 1ca4e86b-267b-48ac-ac0a-a4ddf2d65fc9      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,27,2,12, CZ3815XCS4   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28673  , 3bd5db9e-04e9-4721-97d9-34a915aa88de      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,27,2,12, CZ3815XCRV   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28257  , 405ce776-eb73-4575-b47b-1565fd9fb96d      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,23,2,11, CZ3815XCS0   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28794  , 1ca4e86b-267b-48ac-ac0a-a4ddf2d65fc9      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,27,2,15, CZ3815XCS2   
 3a76821c-c9d9-4e38-a728-e977958caf42:Datacenter:datacenter-28735  , 5f74f0ce-f1e8-47f7-8d92-08d74806be43      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,21,2,13, CZ3815XCS8   
 6c1712e6-527c-4d1e-80f7-df5ae4dfeb43:Datacenter:datacenter-21     , a6b6cdab-8781-473c-94e0-6a5c1ff4c06b      , 0b048a7b-ade8-40d6-a42c-f987d198cb89 ,14,1,14, CZ3837CD5K   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , ab5456c5-fba6-4c02-a9e2-17fc7c11862e      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292901ZQ   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 2de31f58-9f9e-417b-a800-a0254ba5940f      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293103T7   
 88ec6dc7-8948-4a59-90bc-0b6045543283:Datacenter:datacenter-21     , 85920d11-7d77-48bc-9390-c7b31e9dd9b0      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,4, 2M292102DY   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , d9b02626-73d1-492c-8758-773cb8cf18ff      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293004KR   
 88ec6dc7-8948-4a59-90bc-0b6045543283:Datacenter:datacenter-21     , fd39c401-4f01-4232-82a1-b03201ff2c21      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M20010LP5   
 88ec6dc7-8948-4a59-90bc-0b6045543283:Datacenter:datacenter-21     , 1c15876a-b740-46eb-904c-c2ff9075ea04      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293103T5   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , ff8add3e-ec0f-49ec-89fc-c4b51ca4f419      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293103T9   
 978ed837-6e99-41db-96f5-0e76d3ad05e6:Datacenter:datacenter-21     , 7af78670-264a-48b4-88dd-fbba2708fc62      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M2908007G   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , f4ff7655-9cff-48ff-ac4c-b809b5ead996      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M200107H0   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , a474dcf4-32ff-4fa0-ae5b-d4734345488e      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293103TD   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , dc622590-f33b-4d02-b6dd-603991a2235f      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293103T6   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , e722ec20-e083-456e-bf58-a1e1e283cd28      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M2901044N   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 7feb2656-8d50-4cf4-afa8-8fb5188084f4      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,3, 2M29290203   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 820c27cb-fb3a-4ae9-98bb-86d8abcc3907      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292102F1   
 978ed837-6e99-41db-96f5-0e76d3ad05e6:Datacenter:datacenter-21     , 7a86907e-6469-4573-9185-fdb3db5d2fe2      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,1, 2M292102DQ   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , 9aea0249-8e43-47e6-aad5-bd8e1daa563b      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293004KZ   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 62a563ef-1b61-4728-b591-ee93879a174e      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,1, 2M293004LG   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , 41b3a9fb-0007-4eda-9a8c-69bf0549836d      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M200107HK   
 88ec6dc7-8948-4a59-90bc-0b6045543283:Datacenter:datacenter-21     , 9228636d-7355-46af-9f96-c3de05c64774      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293103TK   
 88ec6dc7-8948-4a59-90bc-0b6045543283:Datacenter:datacenter-21     , 7d8f0ede-2a35-4f11-9b99-af0f85fa6f24      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M285202KD   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 5f200c31-0575-41ef-83d2-c5dfce2f0770      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293004KN   
 978ed837-6e99-41db-96f5-0e76d3ad05e6:Datacenter:datacenter-21     , bde8b0a8-3504-41d3-af95-4bbf5f021e7c      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292901ZV   
 978ed837-6e99-41db-96f5-0e76d3ad05e6:Datacenter:datacenter-21     , 9d0052ef-c3ff-48ad-b500-7afd6ead9389      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M2908007F   
 9d2e58ba-ff4a-4202-9cd1-38fa3cddedd7:Datacenter:datacenter-81     , 82ebb76d-3951-4418-b08d-86a4bf9d6a5b      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,2,1,2, 2M2836026R   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , d83de0d4-7135-4e90-949b-9f40f6a1208a      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M291705BH   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , 5cb93f61-57e0-4c96-a300-30410a2987b8      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M291705BT   
 9d2e58ba-ff4a-4202-9cd1-38fa3cddedd7:Datacenter:datacenter-81     , c0bfc90a-aebb-4678-b1ad-c2126fa29314      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,1,2,0, 2M2908007L   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , a9996d30-6436-44f5-adc6-3b24560f6204      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,3, 2M293103TB   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , 45b2f572-3cc3-4e59-9f21-780c501a099d      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,1,1,1, 2M28480447   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , 7409ee62-9e32-44ef-9846-946d1776ad37      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M2908007C   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 24aa5756-de9a-4827-a1ac-34648e97a9f4      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292901ZL   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 7adda16a-fc8d-4225-b84d-b204c51041d8      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,1, 2M293004L4   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , 9aea0249-8e43-47e6-aad5-bd8e1daa563b      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293004L5   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , a6019e37-a703-4c38-b975-237dadcd8b89      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,3, 2M2901044G   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 5de39476-b50d-4645-a646-5715df9f84f1      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M2901044C   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , 475c3354-fad7-4bb2-b95e-96c021e37ff4      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,0, 2M2901044H   
 978ed837-6e99-41db-96f5-0e76d3ad05e6:Datacenter:datacenter-21     , a04aaae5-abc5-4f20-a43e-77523da7a6cd      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M2901044M   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , a07258e2-1974-46b8-bba6-ffe62e159e28      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292102F5   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 63f18155-d6fd-47dc-9353-4d2a26e3c028      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293004KW   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , 7409ee62-9e32-44ef-9846-946d1776ad37      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M2908007B   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , d9a1349d-4473-4fd8-99c0-50492aa02725      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292901ZP   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 44f94fdb-2020-4ea4-9113-60454d837dea      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292901ZX   
 978ed837-6e99-41db-96f5-0e76d3ad05e6:Datacenter:datacenter-21     , bde8b0a8-3504-41d3-af95-4bbf5f021e7c      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M29290200   
 88ec6dc7-8948-4a59-90bc-0b6045543283:Datacenter:datacenter-21     , 8de02ccc-bbd2-4818-8378-5253c39945e6      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,3, 2M291705BV   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , 0c18fd48-6c28-4e7a-a2f5-cfa9a1199360      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292102DH   
 9d2e58ba-ff4a-4202-9cd1-38fa3cddedd7:Datacenter:datacenter-81     , 46629a48-960a-4ab8-bb41-d3e3386ecd62      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,9,2,6, 2M2836026L   
 88ec6dc7-8948-4a59-90bc-0b6045543283:Datacenter:datacenter-21     , 59cf0081-125f-4de4-a454-6e393e93e866      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M291705BY   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , c626827c-503a-468d-b5b7-cac1209fa3b0      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M291705BW   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 2ebe210c-c16b-4fbc-9d0b-0dddcf1aeb2f      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,4, 2M293004KP   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 5f200c31-0575-41ef-83d2-c5dfce2f0770      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293004KQ   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , a07258e2-1974-46b8-bba6-ffe62e159e28      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292102FB   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 9bd3f7c1-9c84-4dcd-aef1-15ff25565914      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,3, 2M293004LF   
 88ec6dc7-8948-4a59-90bc-0b6045543283:Datacenter:datacenter-21     , 59cf0081-125f-4de4-a454-6e393e93e866      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M291705BZ   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , 5281c824-15aa-42eb-9dc2-068674ad34cb      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,5,2,2, 2M293103T2   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , a75ccc73-a800-4f93-aff1-d3e0f9bcc7cb      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293004L0   
 1e9ad28b-94bc-4a55-af65-1961b0d57f98:Datacenter:datacenter-21     , d6a85cc9-9c8c-410d-9679-8df2d6b53556      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M293103TG   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , 6ac10a0b-effb-40cf-a7e1-5192cfcd219c      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M2908007T   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , f1afed34-832f-4ba1-90f8-855d196fd610      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M292901ZZ   
 65ad59bc-8467-4f71-905e-4a9ff11ae7a6:Datacenter:datacenter-21     , 29856514-9397-4be3-971e-2a9099a871e8      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M29080077   
 4b635e6c-bc02-4147-9e00-5f930bb5a09e:Datacenter:datacenter-2      , d878a424-c17e-4a9c-a62c-bbf435ef0c92      , 0b43eb98-af77-422f-b469-5db2a0a7d26c ,4,2,2, 2M20010LPS   
